day,month,year,crimeDate,Crime_Total,Arson,Assault,Battery,Burglary,Concealed_Carry_License_Violation,Criminal_Damage,Criminal_Tresspass,Crim_Sexual_Assault,Criminal_Sexual_Assault,Deceptive_Practice,Domestic_Violence,Gambling,Homicide,Human_Trafficking,Interference_with_Public_Officer,Intimidation,Kidnapping,Liquor_Law_Violation,Motor_Vehicle_Theft,Narcotics,Other_Narcotic_Violation,Non_Criminal,Non_Criminal2,Non_Criminal_SUBJECT_SPECIFIED,Obscenity,Offence_Involving_Children,Public_Indecency,prostitution,Public_Peace_Violation,Ritualism,Robbery,Stalking,Theft,Weapon_Violation,Other_Offence,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
5,07,21,2021-07-02,645,,65,91,25,,76,10,,6,37,,,5,,2,1,1,,46,27,,,,,,9,,,1,,22,3,133,32,53,64.8,54.5,1018.5,10.0,7.7,14,999.9,75.9,57.0,0.0,999.9,0
6,07,21,2021-07-03,665,2,59,135,19,,93,16,,2,42,,,6,,,,,,28,16,,,,,,1,,,6,,29,1,103,51,56,70.4,55.1,1016.5,10.0,6.4,12,19.0,86.0,57.0,0.0,999.9,0
7,07,21,2021-07-04,687,6,65,188,14,,113,6,,9,18,,,4,,,1,,1,16,15,,,,,,2,,1,6,,22,2,107,47,44,79.1,64.3,1013.5,10.0,6.4,11.1,15.0,89.1,59.0,0.0,999.9,0
1,07,21,2021-07-05,671,2,76,187,5,1,93,5,,6,25,,,5,,,1,,,17,9,,,,,,12,,,7,,16,5,109,36,53,81.6,67.7,1013.9,10.0,10.2,18.1,26.0,91.0,70.0,0.0,999.9,0
2,07,21,2021-07-06,557,1,63,105,12,,84,3,,2,52,,,1,,2,,,,20,5,,,,,,8,,,2,,23,3,114,23,32,83.4,67.7,1015.1,10.0,9.6,13,22.9,91.0,73.0,0.0,999.9,0
3,07,21,2021-07-07,597,,76,124,18,,69,8,,14,50,,,5,,2,,,,17,9,,,,,,5,,5,1,,20,1,110,25,38,80.5,67.6,1012.7,10.0,7.3,18.1,25.1,91.0,73.0,0.0,999.9,0
4,07,21,2021-07-08,579,1,61,89,20,,92,7,,2,39,,,2,,,,,1,29,7,,,,,,4,,,1,,30,5,125,25,38,66.7,61.1,1012.3,10.0,7.1,12,999.9,89.1,63.0,0.0,999.9,1
5,07,21,2021-07-09,608,2,62,93,21,,88,11,,7,44,,,4,,1,,,,28,11,,,,,,6,,,3,,23,6,125,27,45,66.4,53.7,1016.8,10.0,6.8,11.1,15.9,75.9,59.0,0.0,999.9,0
6,07,21,2021-07-10,615,2,48,148,18,1,58,12,,9,32,,,5,,,1,,1,45,8,,,,,,3,,,2,,20,1,124,37,40,69.3,57.7,1015.6,10.0,7.5,13,15.9,75.9,59.0,0.0,999.9,1
7,07,21,2021-07-11,533,1,58,131,11,,80,15,,4,29,,,5,,,2,,,22,6,,,,,,3,,,2,,22,5,84,19,32,67.8,63.2,1013.1,8.8,11.5,15.9,26.0,75.9,63.0,0.15,999.9,1
1,07,21,2021-07-12,577,3,68,106,15,2,64,14,,7,43,,1,1,,,,,1,17,11,,,,,1,6,,,1,,26,5,118,17,47,69.7,63.5,1015.9,10.0,8.1,14,18.1,73.9,66.0,0.05,999.9,1
2,07,21,2021-07-13,614,1,56,99,23,1,85,11,,2,46,,,4,,4,,1,,29,17,,,,,,7,,,2,,21,3,137,24,40,71.1,66.6,1015.6,6.6,5.5,9.9,999.9,80.1,66.9,0.04,999.9,1
3,07,21,2021-07-14,564,1,59,102,14,1,80,7,,4,51,,,2,,,,,,27,13,,,,,,5,,,2,,21,,105,18,50,76.3,66.5,1018.3,10.0,6.8,13,20.0,84.0,68.0,0.0,999.9,1
4,07,21,2021-07-15,527,1,50,106,13,,57,8,,5,45,,,3,,,1,1,,18,11,,,,,1,3,,,2,,32,2,111,21,34,75.4,68.4,1014.0,9.8,9.9,15.9,28.9,84.0,69.1,0.12,999.9,1
5,07,21,2021-07-16,608,1,68,117,19,1,88,6,,5,31,,,2,,,,,,35,9,,,,,,4,,,2,,19,3,129,24,42,68.9,64.5,1015.3,8.7,9.1,15,999.9,79.0,64.9,1.04,999.9,1
6,07,21,2021-07-17,620,2,60,132,33,,80,8,,3,38,,,4,,,,,1,28,5,,,,,,6,,,1,,29,4,122,29,34,70.6,62.5,1017.7,10.0,9.8,15.9,22.9,77.0,64.0,0.04,999.9,1
7,07,21,2021-07-18,591,2,68,143,24,,85,9,,3,20,,,7,,2,,,,29,7,,,,,,4,,2,5,,20,3,96,35,26,72.7,62.0,1021.7,10.0,7.7,12,15.0,82.0,63.0,0.0,999.9,0
1,07,21,2021-07-19,565,1,46,116,16,1,76,9,,5,47,,,2,,1,,,,28,8,,,,,,9,,,2,,25,4,117,22,30,73.4,62.6,1021.4,10.0,5.5,8.9,999.9,84.9,63.0,0.0,999.9,0
2,07,21,2021-07-20,577,1,66,92,18,1,77,9,,4,43,,,2,,,,1,,32,7,,,,,,4,,,4,,25,6,123,22,37,76.2,62.7,1018.1,10.0,6.4,15.9,18.1,88.0,64.0,0.0,999.9,0
3,07,21,2021-07-21,569,1,62,126,13,,74,15,,2,48,,,2,,,,,,19,10,,,,,1,3,,,3,,14,1,120,18,34,69.6,62.0,1019.4,8.7,8.8,12,999.9,88.0,64.9,0.0,999.9,0
4,07,21,2021-07-22,601,4,61,127,10,2,67,11,,4,53,,,1,,,,1,,21,9,,,,,,4,,,6,,11,5,138,22,40,72.2,64.1,1021.0,9.2,3.8,9.9,999.9,86.0,64.0,0.0,999.9,0
5,07,21,2021-07-23,629,1,65,122,23,,81,7,,4,39,,,4,,,,,1,32,10,,,,,1,5,,,3,,30,,134,23,43,80.5,69.9,1018.6,6.7,6.6,9.9,15.0,89.1,64.0,0.0,999.9,0
6,07,21,2021-07-24,608,1,61,151,22,1,88,13,,4,24,,,7,,2,,,,29,5,,,,,,6,,,1,,17,2,122,20,32,82.0,71.4,1012.9,7.1,9.4,28,35.0,91.9,73.9,0.0,999.9,1
7,07,21,2021-07-25,640,1,78,153,13,,88,12,,2,21,,,3,,,1,,1,30,5,,,,,1,3,,4,1,,27,4,113,35,43,81.5,64.4,1012.3,10.0,4.6,8.9,999.9,91.9,72.0,0.12,999.9,0
1,07,21,2021-07-26,631,,60,127,20,,80,13,,4,61,,,3,1,,,,,23,10,,,,,,8,,,,,26,4,116,31,41,81.6,57.9,1015.0,10.0,3.7,7,999.9,93.9,70.0,0.0,999.9,0
2,07,21,2021-07-27,617,1,60,121,23,,80,8,,4,56,,,2,,,,,,31,8,,,,,,3,,,1,,26,9,119,24,39,80.2,63.7,1016.3,10.0,5.9,14,19.0,93.9,70.0,0.0,999.9,0
3,07,21,2021-07-28,587,2,58,126,25,,79,11,,3,38,,,3,,1,,,,23,14,,,,,,2,,,,,22,6,110,35,28,81.0,70.4,1015.7,10.0,6.1,21,28.0,88.0,70.0,0.21,999.9,1
4,07,21,2021-07-29,710,1,73,126,13,,81,10,,2,66,,,2,,1,,,1,28,14,,,,,,5,,,2,,31,3,201,22,26,81.7,71.9,1012.3,9.9,9.8,28.9,42.0,89.1,70.0,0.17,999.9,1
5,07,21,2021-07-30,645,3,65,100,19,1,62,12,,9,49,,,,,1,,,1,20,4,,,,,,4,,,1,,19,1,219,19,36,70.3,58.6,1018.9,10.0,11.6,17.1,22.0,89.1,66.0,0.0,999.9,0
6,07,21,2021-07-31,785,3,73,171,20,2,82,9,,7,36,,,6,,2,1,,1,37,8,,,,,1,7,,,,,24,3,234,26,32,69.4,56.9,1017.4,10.0,4.3,12,999.9,80.1,61.0,0.0,999.9,1
7,08,21,2021-08-01,733,2,67,150,23,,86,8,,9,59,,,3,,1,,,,23,9,,,,,,6,,,1,,21,3,178,34,48,71.8,60.1,1015.2,8.3,9,15,21.0,80.1,62.1,0.0,999.9,0
1,08,21,2021-08-02,602,5,59,124,22,1,80,7,,4,53,,,3,,1,,1,,31,7,,,,,,2,,,,,19,5,112,27,39,68.7,55.7,1020.2,10.0,5.9,15,999.9,78.1,60.1,0.0,999.9,0
2,08,21,2021-08-03,541,1,63,116,7,,89,8,,10,41,,,4,,,,,,18,4,,,,,,2,,,4,,20,3,100,20,31,71.6,54.0,1018.9,10.0,3.5,9.9,999.9,82.9,60.1,0.0,999.9,0
3,08,21,2021-08-04,585,1,64,100,22,,69,15,,4,48,,,2,,1,,,,22,16,,,,,,6,,,,,27,1,117,29,39,74.8,55.6,1018.8,10.0,2.7,8.9,999.9,84.9,62.1,0.0,999.9,0
4,08,21,2021-08-05,573,2,60,127,20,,78,4,,3,43,,,2,,,1,,,27,8,,,,,1,3,,,1,,13,3,118,23,36,76.0,56.5,1018.5,9.3,6,12,19.0,87.1,64.0,0.0,999.9,0
5,08,21,2021-08-06,584,,62,117,27,1,63,14,,2,47,,,5,,3,,,,30,6,,,,,,10,,,,,26,4,109,17,41,77.0,61.8,1014.9,10.0,9,13,21.0,87.1,66.0,0.0,999.9,0
6,08,21,2021-08-07,607,1,65,138,15,2,82,5,,4,24,,,3,,1,,1,,27,2,,,,,,4,,,1,,25,2,134,29,41,76.2,66.7,1014.0,9.3,6.4,19,33.0,89.1,66.0,0.19,999.9,1
7,08,21,2021-08-08,619,1,64,168,19,1,87,9,,4,28,,,6,,,,,,21,7,,,,,,4,,,1,,39,3,109,24,23,82.8,69.4,1011.3,9.5,9.9,20,40.0,91.9,66.0,0.0,999.9,1
1,08,21,2021-08-09,565,2,50,109,22,,80,8,,3,46,,,2,,1,1,1,,25,3,,,,,1,2,,,,,30,5,118,17,37,74.6,68.6,1010.8,9.7,10,17.1,32.1,91.9,70.0,0.03,999.9,1
2,08,21,2021-08-10,527,1,67,102,29,,71,6,,5,40,,,2,,1,1,1,,26,,,,,,,5,,,1,,16,2,98,18,34,81.0,74.0,1011.1,9.5,6.6,15,24.1,93.0,70.0,0.64,999.9,1
3,08,21,2021-08-11,544,,50,102,30,,82,9,,1,40,,,4,,,,,,25,6,,,,,,5,,,3,,15,4,119,18,30,77.8,70.3,1009.8,9.5,10.3,25.1,49.9,93.0,70.0,0.38,999.9,1
4,08,21,2021-08-12,525,1,58,95,24,1,63,7,,4,40,,,,,1,,,,23,8,,,,,,3,,,1,,19,5,118,20,33,80.1,70.7,1011.1,10.0,10.2,17.1,39.0,88.0,72.0,0.09,999.9,1
5,08,21,2021-08-13,559,3,55,109,15,2,60,14,,1,52,,,2,,2,,,2,25,7,,,,,,5,,,,,15,2,127,20,40,75.9,62.4,1016.5,10.0,5.7,9.9,999.9,84.9,72.0,0.0,999.9,0
6,08,21,2021-08-14,611,,54,130,21,,78,7,,3,28,,,4,,,,1,2,41,7,,,,,,2,,,2,,19,,122,47,42,72.9,52.5,1022.7,10.0,6.5,9.9,999.9,84.0,62.1,0.0,999.9,0
7,08,21,2021-08-15,595,1,56,152,17,,68,8,,4,33,,,4,,3,1,,,39,7,,,,,,3,,,3,,27,2,100,37,30,70.6,51.5,1023.3,10.0,4.6,11.1,17.1,80.1,60.1,0.0,999.9,0
1,08,21,2021-08-16,596,1,64,115,15,1,60,9,,9,49,,,5,,,2,,,34,6,,,,,,6,,,,,20,1,124,40,35,72.3,56.5,1019.2,10.0,5.4,11.1,15.0,80.1,60.1,0.0,999.9,0
2,08,21,2021-08-17,580,2,53,117,17,,60,9,,2,65,,,4,,1,,,,30,8,,,,,,3,,,2,,16,4,114,29,43,74.2,61.2,1016.7,10.0,4.2,8.9,999.9,84.0,63.0,0.0,999.9,0
3,08,21,2021-08-18,511,1,54,104,17,,77,7,,2,38,,,1,,2,1,,,29,4,,,,,,5,,,1,,15,3,113,11,25,77.2,68.6,1017.4,9.7,5.8,8.9,999.9,86.0,66.0,0.0,999.9,0
4,08,21,2021-08-19,557,,59,110,17,3,74,11,,2,35,,,3,,,,,,31,2,,,,,,3,,,1,,16,2,138,19,31,79.2,69.9,1017.8,9.5,5,13,999.9,88.0,70.0,0.0,999.9,1
5,08,21,2021-08-20,601,2,48,98,21,1,81,14,,6,47,,,2,,,1,,,34,5,,,,,,6,,,2,,18,1,146,22,45,79.8,69.1,1014.4,8.8,4.8,9.9,999.9,91.0,70.0,0.0,999.9,1
6,08,21,2021-08-21,671,3,68,153,17,1,88,10,,2,31,,,5,,,,1,1,45,6,,,,,,5,,,,,20,4,144,30,37,79.7,69.1,1010.6,9.1,7.2,18.1,28.9,91.0,70.0,0.0,999.9,1
7,08,21,2021-08-22,607,1,62,145,16,,81,6,,8,27,,,2,,,,,,25,8,,,,,,2,,1,1,,18,7,137,35,25,76.3,66.8,1013.8,10.0,7.2,12,18.1,88.0,70.0,0.6,999.9,0
1,08,21,2021-08-23,627,1,63,113,30,,76,15,,6,54,,,,,1,,1,,32,9,,,,,,2,,,2,,21,5,124,31,41,75.1,65.6,1014.7,10.0,5.2,9.9,15.9,87.1,66.9,0.0,999.9,0
2,08,21,2021-08-24,554,1,51,110,17,,83,6,,4,38,,,,,,,1,,38,5,,,,,,4,,,1,,16,1,121,23,32,82.5,72.1,1013.7,9.7,6.8,19,39.0,95.0,66.9,0.0,999.9,1
3,08,21,2021-08-25,561,1,57,92,13,,71,12,,2,59,,,3,,,,,1,19,7,,,,,1,4,,,2,,20,7,135,17,38,78.7,70.8,1016.3,9.5,6.4,21,31.1,95.0,71.1,1.91,999.9,1
4,08,21,2021-08-26,582,2,72,107,12,,68,7,,2,42,,,1,,1,,,,20,10,,,,,,4,,,1,,21,3,136,25,47,77.4,69.5,1019.3,9.6,4.8,9.9,17.1,93.9,70.0,0.39,999.9,1
5,08,21,2021-08-27,667,4,80,121,20,,78,9,,9,43,,,,,2,,,1,34,10,,,,,,8,,,,,28,2,149,27,39,80.7,70.0,1016.8,10.0,4.8,9.9,15.0,91.0,70.0,0.0,999.9,0
6,08,21,2021-08-28,617,4,64,142,13,1,69,7,,13,20,,,1,,,,,1,35,6,,,,,,6,,,,,21,1,142,32,36,83.6,72.8,1016.9,10.0,7.8,12,21.0,91.9,73.0,0.0,999.9,0
7,08,21,2021-08-29,649,2,70,164,19,1,88,10,,4,21,,,4,,,,1,1,38,4,,,,,,7,,,,,28,2,114,32,38,81.5,71.7,1015.5,10.0,9.4,20,28.9,91.9,73.9,0.0,999.9,1
1,08,21,2021-08-30,612,1,68,131,19,,75,11,,3,48,,,3,,2,,,,28,7,,,,,,9,,,1,,22,3,120,20,40,76.2,63.1,1014.4,10.0,4.8,8.9,999.9,89.1,66.9,0.28,999.9,0
2,08,21,2021-08-31,588,1,42,142,24,,55,12,,3,38,,,,,,,,,34,12,,,,,,4,,,3,,25,3,142,18,29,74.7,58.9,1010.8,10.0,4.9,12,999.9,84.9,66.0,0.0,999.9,0
3,09,21,2021-09-01,706,,79,114,24,1,86,5,,3,83,,,3,1,,,,,37,6,,,,,,9,,9,2,,23,8,139,19,55,73.2,58.7,1012.6,10.0,11.4,15.9,22.0,82.0,66.9,0.0,999.9,1
4,09,21,2021-09-02,550,2,71,119,15,1,62,11,,1,40,,,5,,1,,,,24,9,,,,,,5,,,1,,14,3,98,36,32,69.5,55.6,1018.5,10.0,5.8,14,999.9,78.1,62.1,0.0,999.9,0
5,09,21,2021-09-03,642,,60,115,19,4,70,9,,8,52,,,,,2,1,,1,32,11,,,,,,5,,,3,,27,5,150,26,41,69.7,56.6,1018.6,10.0,5.9,8.9,999.9,78.1,62.1,0.0,999.9,1
6,09,21,2021-09-04,664,3,68,140,20,,95,7,,4,32,,,,,1,,,4,35,7,,,,,,,,,3,,29,2,143,28,43,70.1,60.2,1013.2,9.9,7.1,14,18.1,75.0,64.0,0.01,999.9,1
7,09,21,2021-09-05,668,,58,159,15,,96,9,,4,27,,,5,,,,,1,32,10,,,,,,7,,,2,,19,3,136,45,38,69.5,56.3,1011.5,10.0,7.1,12,24.1,82.0,60.1,0.0,999.9,1
1,09,21,2021-09-06,626,4,73,146,20,2,77,10,,2,29,,,2,,,,,,30,4,,,,,,9,,,1,,25,3,114,46,27,72.0,53.0,1012.6,10.0,4.9,9.9,999.9,82.0,60.1,0.0,999.9,0
2,09,21,2021-09-07,563,2,60,102,27,,79,12,,1,38,,,1,,1,,,,26,6,,,,,,10,,7,3,,19,3,107,25,33,72.3,61.0,1008.4,10.0,9,19,29.9,88.0,61.0,0.0,999.9,1
3,09,21,2021-09-08,576,2,73,110,18,,66,6,,3,44,,,2,,,,,,28,8,,,,,,4,,5,2,,24,3,123,19,34,69.7,52.5,1008.1,10.0,8.7,15.9,27.0,88.0,59.0,0.0,999.9,0
4,09,21,2021-09-09,606,1,64,131,27,1,59,15,,6,48,,,1,,1,,,1,25,7,,,,,,4,,,3,,24,4,120,29,35,66.9,51.2,1014.0,10.0,5.8,8.9,999.9,79.0,57.9,0.0,999.9,0
5,09,21,2021-09-10,668,1,73,137,15,1,75,11,,7,38,,,6,,2,,,5,38,11,,,,,,5,,,4,,18,3,147,23,43,68.5,52.4,1017.2,10.0,4.4,11.1,18.1,80.1,57.9,0.0,999.9,0
6,09,21,2021-09-11,657,,72,142,25,4,80,16,,6,30,,,4,,,1,,2,39,6,,,,,,7,,,1,,29,3,122,36,31,73.6,59.2,1013.4,10.0,7.5,13,20.0,87.1,59.0,0.0,999.9,0
7,09,21,2021-09-12,674,2,73,157,20,,95,11,,4,24,,,3,,2,,,,32,5,,,,,,4,,,,,32,4,119,40,46,78.8,64.5,1013.1,10.0,8.8,13,20.0,87.1,64.9,0.0,999.9,0
1,09,21,2021-09-13,685,1,77,139,23,2,71,12,,6,53,,,3,,,,,,35,11,,,,,,9,,,2,,35,5,137,26,37,74.6,65.6,1016.2,10.0,6.3,13,999.9,88.0,68.0,0.0,999.9,0
2,09,21,2021-09-14,639,2,86,115,25,,83,10,,4,42,,,2,,,,2,,27,12,,,,,,5,,,2,,14,4,113,33,57,77.1,65.8,1010.0,9.5,10.5,18.1,25.1,88.0,68.0,0.0,999.9,0
3,09,21,2021-09-15,652,,61,123,25,,76,17,,3,62,,,3,,,,,,24,5,,,,,,1,,,3,,29,3,153,20,44,68.4,53.4,1014.5,10.0,6.5,15.9,22.9,86.0,59.0,0.0,999.9,0
4,09,21,2021-09-16,671,2,72,143,28,1,80,17,,6,47,,,3,,2,,,,31,3,,,,,,6,,,3,,22,,144,17,44,68.7,51.4,1018.2,10.0,4.5,11.1,14.0,82.0,57.0,0.0,999.9,0
5,09,21,2021-09-17,617,1,71,135,18,,75,9,,,30,,,5,1,1,,,,38,5,,,,,1,4,,,,,28,4,128,30,32,74.8,57.8,1017.3,10.0,6.3,15.9,27.0,89.1,57.0,0.0,999.9,1
6,09,21,2021-09-18,656,2,56,153,21,,97,10,,2,31,,,5,,1,,,2,31,4,,,,,,4,,,3,,28,3,131,29,43,71.4,62.2,1020.9,9.9,8.6,13,15.9,89.1,64.0,0.45,999.9,1
7,09,21,2021-09-19,708,3,83,168,17,,101,8,,2,31,,1,2,,2,,,,47,9,,,,,,2,,,4,,37,5,128,27,31,73.6,62.3,1019.0,10.0,4.5,11.1,999.9,89.1,64.0,0.0,999.9,0
1,09,21,2021-09-20,648,1,70,115,24,1,77,11,,1,52,,,2,,,1,1,,42,5,,,,,1,6,,,3,,37,4,125,27,41,75.7,66.9,1013.3,9.4,7.7,13,22.9,89.1,64.0,0.0,999.9,1
2,09,21,2021-09-21,617,1,58,106,27,,62,14,,2,44,,,2,,1,1,,,35,3,,,,,,8,,,1,,23,7,147,26,48,69.0,62.2,1014.1,9.2,11.3,15.9,31.1,82.0,61.0,0.23,999.9,1
3,09,21,2021-09-22,619,2,65,88,30,1,69,16,,5,45,,,1,1,3,,,,37,12,,,,,,5,,,6,,36,3,135,15,44,59.7,50.4,1019.7,9.4,13.9,21,28.9,75.9,55.9,0.42,999.9,1
4,09,21,2021-09-23,616,3,68,104,22,1,68,10,,5,41,,,4,,1,,1,,37,7,,,,,,3,,,2,,18,2,159,21,38,58.0,42.0,1015.4,10.0,11.6,14,24.1,66.9,51.1,0.4,999.9,0
5,09,21,2021-09-24,591,2,47,118,24,,65,9,,6,34,,,4,,1,,1,1,38,8,,,,,,5,,1,7,,21,1,137,29,32,62.7,44.0,1013.5,10.0,9,19,32.1,79.0,51.1,0.0,999.9,0
6,09,21,2021-09-25,636,1,58,120,23,,71,8,,7,39,,,3,,2,,,4,38,14,,,,,,5,,,3,,25,2,146,35,31,61.4,45.9,1014.1,9.8,9.8,15.9,25.1,79.0,50.0,0.12,999.9,1
7,09,21,2021-09-26,616,,61,150,24,,77,11,,6,21,,,4,,1,,1,1,35,8,,,,,,3,,,4,,32,2,107,30,38,66.1,41.2,1013.6,10.0,9.5,17.1,29.9,82.9,50.0,0.0,999.9,0
1,09,21,2021-09-27,630,3,82,113,22,,66,11,,5,52,,,8,,1,2,1,1,36,8,,,,,,6,,,,,24,4,127,15,42,73.4,54.5,1008.3,10.0,10.3,18.1,22.9,87.1,54.0,0.0,999.9,0
2,09,21,2021-09-28,661,3,77,122,20,,91,10,,2,45,,,3,,1,1,,,36,14,,,,,1,3,,,3,,31,4,128,24,42,65.9,54.7,1014.1,10.0,9.6,17.1,999.9,87.1,60.1,0.0,999.9,0
3,09,21,2021-09-29,642,,74,121,27,1,70,14,,5,44,,,1,,1,,,,31,12,,,,,,9,,,4,,25,3,144,19,37,67.0,54.5,1016.8,10.0,4.8,8.9,999.9,82.0,55.0,0.0,999.9,0
4,09,21,2021-09-30,608,2,49,121,19,,59,18,,4,48,,,1,,,2,,2,38,13,,,,,,6,,,1,,25,4,135,14,45,68.7,55.0,1020.1,10.0,4.5,8.9,999.9,82.0,55.0,0.0,999.9,0
5,10,21,2021-10-01,800,2,67,118,27,,86,10,,9,100,,,3,,,2,,1,38,8,,,,,,11,,,1,,36,13,182,37,48,70.8,57.1,1021.1,10.0,4.2,8.9,999.9,84.9,61.0,0.0,999.9,0
6,10,21,2021-10-02,699,2,57,144,33,1,73,12,,5,33,,,3,,,1,,3,53,16,,,,,,4,,,1,,33,1,154,32,37,72.7,61.5,1016.5,9.9,6.8,15,21.0,84.9,61.0,0.02,999.9,1
7,10,21,2021-10-03,688,1,75,150,13,1,87,16,,5,26,,,3,,1,,,2,46,4,,,,,,4,,,5,,35,3,148,32,29,70.6,65.6,1010.2,9.4,5,8.9,14.0,80.1,66.0,0.14,999.9,1
1,10,21,2021-10-04,621,,79,125,15,,80,9,,3,38,,,3,,2,1,1,1,42,14,,,,,,5,,,3,,17,2,110,31,38,66.9,62.5,1012.4,9.5,7.7,18.1,24.1,75.9,64.0,0.0,999.9,1
2,10,21,2021-10-05,632,2,73,104,24,,76,12,,3,43,,,1,,1,1,,1,40,11,,,,,,2,,,2,,25,4,152,14,37,65.6,60.8,1021.0,10.0,11.9,18.1,22.0,73.0,64.0,0.0,999.9,1
3,10,21,2021-10-06,656,2,76,126,23,2,78,12,,7,54,,,,,1,,,,33,15,,,,,,3,,,,,27,6,130,28,32,65.6,61.9,1023.3,7.7,8.3,11.1,999.9,68.0,64.0,0.0,999.9,1
4,10,21,2021-10-07,575,1,59,107,30,,71,3,,6,37,,,2,,,2,,,44,14,,,,,,4,,,1,,21,6,103,18,46,68.1,64.3,1019.8,7.2,6.7,12,25.1,75.0,64.0,0.03,999.9,1
5,10,21,2021-10-08,634,2,79,120,16,2,75,14,,3,44,,,1,,,,,1,23,18,,,,,,10,,,2,,30,5,136,21,31,67.0,62.2,1015.9,8.4,2.7,9.9,999.9,75.0,62.1,0.63,999.9,1
6,10,21,2021-10-09,646,,57,138,27,1,75,13,,7,30,,1,1,,,,,,43,11,,,,,,2,,,4,,23,1,133,35,44,69.4,61.9,1013.4,9.3,3.5,9.9,15.0,80.1,62.1,0.02,999.9,1
7,10,21,2021-10-10,637,1,70,167,17,1,79,14,,7,21,,,2,,,,,,33,5,,,,,,2,,,,,20,4,126,25,42,73.0,63.9,1007.5,9.9,8.7,17.1,26.0,80.1,64.0,0.01,999.9,1
1,10,21,2021-10-11,561,3,42,116,22,1,61,11,,2,22,,,1,,1,,,,39,10,,,,,,6,,,1,,27,7,124,25,39,72.2,63.7,1005.6,9.1,9.2,15,26.0,79.0,66.0,0.02,999.9,1
2,10,21,2021-10-12,624,2,65,123,29,2,77,13,,,37,,,1,,1,1,,,32,10,,,,,,3,,,2,,33,7,123,22,39,63.0,60.0,1008.4,8.9,9.5,15,20.0,77.0,61.0,0.76,999.9,1
3,10,21,2021-10-13,602,1,60,106,20,,86,8,,4,44,,,2,,,,1,,32,9,,,,,,6,,,3,,20,4,136,16,43,60.0,55.0,1014.0,8.9,4.1,15,20.0,71.1,53.1,0.01,999.9,1
4,10,21,2021-10-14,599,1,71,123,25,,57,8,,4,39,,,2,,2,,,,34,10,,,,,,7,,,,,27,1,126,18,42,66.7,58.3,1011.1,9.5,6.8,13,21.0,71.1,53.1,0.41,999.9,1
5,10,21,2021-10-15,627,1,65,108,31,,66,16,,6,36,,1,1,,3,1,,2,37,5,,,,,,5,,,,,30,,160,14,39,57.7,48.7,1012.1,10.0,5.3,12,999.9,71.1,52.0,0.1,999.9,1
6,10,21,2021-10-16,601,1,53,125,23,,88,14,,9,39,,,1,,,,,,31,5,,,,,,5,,,2,,23,,129,23,28,52.1,38.1,1014.8,10.0,8.9,14,24.1,62.1,44.1,0.02,999.9,1
7,10,21,2021-10-17,620,3,66,146,24,,73,3,,5,33,,,4,,1,,,1,35,8,,,,,,2,,,1,,16,4,129,25,40,53.3,35.0,1019.1,10.0,6.9,11.1,18.1,66.0,42.1,0.0,999.9,0
1,10,21,2021-10-18,630,3,49,114,27,2,72,12,,7,48,,,5,,1,1,1,1,39,6,,,,,,6,,,3,,32,7,125,24,42,57.0,39.0,1019.6,10.0,3.7,8.9,15.0,72.0,43.0,0.0,999.9,0
2,10,21,2021-10-19,553,,58,108,21,,59,9,,1,38,,,3,,2,,,,28,8,,,,,,4,,,2,,27,1,137,14,33,60.7,45.6,1018.5,10.0,6.6,12,20.0,72.0,45.0,0.0,999.9,0
3,10,21,2021-10-20,600,1,63,136,22,1,61,4,,1,46,,,2,,2,,,,23,11,,,,,,5,,,4,,21,1,134,20,40,61.3,47.3,1016.7,10.0,6.8,14,19.0,72.0,52.0,0.0,999.9,0
4,10,21,2021-10-21,625,3,67,109,30,,65,15,,2,49,,1,3,,2,1,,,36,6,,,,,,6,,,2,,19,4,139,20,44,56.7,48.6,1011.3,9.9,10.1,15.9,24.1,72.0,48.0,0.0,999.9,1
5,10,21,2021-10-22,606,2,52,112,20,,86,7,,3,36,,,1,,,,,1,34,8,,,,,,4,,,2,,27,7,154,20,30,47.9,38.2,1017.3,10.0,5.4,9.9,999.9,64.9,41.0,0.0,999.9,1
6,10,21,2021-10-23,645,1,47,126,26,1,83,15,,2,39,,,2,,1,1,,2,39,4,,,,,,4,,,,,37,1,147,35,30,47.4,33.6,1016.7,10.0,4.1,8,999.9,55.9,39.0,0.0,999.9,0
7,10,21,2021-10-24,485,,33,107,21,1,53,11,,5,21,,,1,,,,,,45,10,,,,,,1,,,,,25,1,96,20,33,45.7,39.4,1015.4,8.7,5.5,20,29.9,55.9,39.0,0.0,999.9,1
1,10,21,2021-10-25,577,2,61,96,24,1,70,10,,1,35,,,2,,,,,,35,9,,,,,,5,,,1,,20,2,149,16,37,49.6,45.2,1010.3,7.4,19.4,26,40.0,55.0,39.0,2.26,999.9,1
2,10,21,2021-10-26,628,1,55,99,21,2,68,11,,,37,,,1,,,,,,47,9,,,,,,7,,,1,,23,1,169,31,42,49.1,41.3,1018.6,10.0,8,9.9,999.9,57.0,42.1,0.35,999.9,0
3,10,21,2021-10-27,599,1,59,102,26,,59,8,,5,38,,,2,,,,,,39,7,,,,,,9,,,2,,31,5,143,19,42,47.1,38.1,1016.2,10.0,5.3,13,999.9,57.0,37.9,0.0,999.9,0
